confidence,precision,recall,fp,tp,fn
0.0,0.024818063071468558,0.2982062780269058,5226,133,313
0.02,0.024818063071468558,0.2982062780269058,5226,133,313
0.04,0.024967148488830485,0.2982062780269058,5194,133,313
0.06,0.02849740932642487,0.29596412556053814,4500,132,314
0.08,0.03661263275572946,0.2937219730941704,3447,131,315
0.1,0.04918032786885246,0.2898876404494382,2494,129,316
0.12,0.063968015992004,0.28699551569506726,1873,128,318
0.14,0.06922660897782586,0.28699551569506726,1721,128,318
0.16,0.07368421052631578,0.28378378378378377,1584,126,318
0.18,0.07763975155279502,0.2796420581655481,1485,125,322
0.2,0.08002560819462227,0.2796420581655481,1437,125,322
0.22,0.0885896527285613,0.27901785714285715,1286,125,323
0.24,0.09070958302852963,0.27740492170022374,1243,124,323
0.26,0.0993485342019544,0.2717149220489978,1106,122,327
0.28,0.10008410428931876,0.265625,1070,119,329
0.3,0.10464058234758872,0.25727069351230425,984,115,332
0.32,0.10803059273422562,0.25279642058165547,933,113,334
0.34,0.10760118460019744,0.24439461883408073,904,109,337
0.36,0.12026726057906459,0.24107142857142858,790,108,340
0.38,0.12399540757749714,0.24107142857142858,763,108,340
0.4,0.12799043062200957,0.2383073496659243,729,107,342
0.42,0.13325031133250312,0.2383073496659243,696,107,342
0.44,0.13802083333333334,0.23608017817371937,662,106,343
0.46,0.13802435723951287,0.22818791946308725,637,102,345
0.48,0.141643059490085,0.2247191011235955,606,100,345
0.5,0.1458966565349544,0.2157303370786517,562,96,349
0.52,0.15175718849840256,0.21300448430493274,531,95,351
0.54,0.1554054054054054,0.2072072072072072,500,92,352
0.56,0.16216216216216217,0.20224719101123595,465,90,355
0.58,0.16569200779727095,0.19187358916478556,428,85,358
0.6,0.16569200779727095,0.19187358916478556,428,85,358
0.62,0.17419354838709677,0.18202247191011237,384,81,364
0.64,0.1796116504854369,0.16591928251121077,338,74,372
0.66,0.18528610354223432,0.15178571428571427,299,68,380
0.68,0.18429003021148035,0.13646532438478748,270,61,386
0.7000000000000001,0.18429003021148035,0.13646532438478748,270,61,386
0.72,0.19243986254295534,0.12527964205816555,235,56,391
0.74,0.20242914979757085,0.11210762331838565,197,50,396
0.76,0.20465116279069767,0.09887640449438202,171,44,401
0.78,0.20465116279069767,0.09887640449438202,171,44,401
0.8,0.19387755102040816,0.08558558558558559,158,38,406
0.8200000000000001,0.14193548387096774,0.05011389521640091,133,22,417
0.84,0.11940298507462686,0.0365296803652968,118,16,422
0.86,0.09649122807017543,0.02528735632183908,103,11,424
0.88,0.09649122807017543,0.02528735632183908,103,11,424
0.9,0.10891089108910891,0.02522935779816514,90,11,425
0.92,0.12359550561797752,0.02511415525114155,78,11,427
0.9400000000000001,0.12359550561797752,0.02511415525114155,78,11,427
0.96,0.08620689655172414,0.011363636363636364,53,5,435
0.98,0.075,0.006818181818181818,37,3,437
