confidence,precision,recall,fp,tp,fn
0.0,0.008939526730937774,0.11512415349887133,5654,51,392
0.02,0.008939526730937774,0.11512415349887133,5654,51,392
0.04,0.008939526730937774,0.11512415349887133,5654,51,392
0.06,0.008939526730937774,0.11512415349887133,5654,51,392
0.08,0.008939526730937774,0.11512415349887133,5654,51,392
0.1,0.008939526730937774,0.11512415349887133,5654,51,392
0.12,0.008939526730937774,0.11512415349887133,5654,51,392
0.14,0.00900582730001766,0.11512415349887133,5612,51,392
0.16,0.009361864730607567,0.11060948081264109,5185,49,394
0.18,0.01090380421613763,0.10204081632653061,4082,45,396
0.2,0.012463768115942029,0.09750566893424037,3407,43,398
0.22,0.01430517711171662,0.09502262443438914,2894,42,400
0.24,0.015636918382913808,0.09297052154195011,2581,41,400
0.26,0.01756697408871322,0.09070294784580499,2237,40,401
0.28,0.018651362984218076,0.08843537414965986,2052,39,402
0.3,0.02058047493403694,0.08823529411764706,1856,39,403
0.32,0.02208955223880597,0.08409090909090909,1638,37,403
0.34,0.022649279341111873,0.07534246575342465,1424,33,405
0.36,0.023846153846153847,0.07093821510297482,1269,31,406
0.38,0.027829313543599257,0.06864988558352403,1048,30,407
0.4,0.028729281767955802,0.05963302752293578,879,26,410
0.42,0.03151515151515152,0.05963302752293578,799,26,410
0.44,0.032167832167832165,0.052995391705069124,692,23,411
0.46,0.033690658499234305,0.05069124423963134,631,22,412
0.48,0.03508771929824561,0.04608294930875576,550,20,414
0.5,0.033582089552238806,0.041379310344827586,518,18,417
0.52,0.032,0.0367816091954023,484,16,419
0.54,0.03167420814479638,0.03211009174311927,428,14,422
0.56,0.0343980343980344,0.03211009174311927,393,14,422
0.58,0.03314917127071823,0.0273972602739726,350,12,426
0.6,0.03003003003003003,0.02288329519450801,323,10,427
0.62,0.02875399361022364,0.02054794520547945,304,9,429
0.64,0.020477815699658702,0.0136986301369863,287,6,432
0.66,0.01606425702811245,0.0091324200913242,245,4,434
0.68,0.012552301255230125,0.006864988558352402,236,3,434
0.7000000000000001,0.013824884792626729,0.00684931506849315,214,3,435
0.72,0.015384615384615385,0.00683371298405467,192,3,436
0.74,0.015873015873015872,0.006818181818181818,186,3,437
0.76,0.011299435028248588,0.004545454545454545,175,2,438
0.78,0.012048192771084338,0.004545454545454545,164,2,438
0.8,0.0,0.0,131,0,439
0.8200000000000001,0.0,0.0,119,0,439
0.84,0.0,0.0,109,0,439
0.86,0.0,0.0,96,0,439
0.88,0.0,0.0,79,0,439
0.9,0.0,0.0,72,0,439
0.92,0.0,0.0,58,0,439
0.9400000000000001,0.0,0.0,52,0,439
0.96,0.0,0.0,45,0,439
0.98,0.0,0.0,28,0,439
