confidence,precision,recall,fp,tp,fn
0.0,0.07672634271099744,0.9459459459459459,5054,420,24
0.02,0.07672634271099744,0.9459459459459459,5054,420,24
0.04,0.07672634271099744,0.9459459459459459,5054,420,24
0.06,0.07672634271099744,0.9459459459459459,5054,420,24
0.08,0.07672634271099744,0.9459459459459459,5054,420,24
0.1,0.07672634271099744,0.9459459459459459,5054,420,24
0.12,0.07672634271099744,0.9459459459459459,5054,420,24
0.14,0.07712129578501749,0.9436936936936937,5014,419,25
0.16,0.08338308457711442,0.9436936936936937,4606,419,25
0.18,0.10539650367367621,0.9390519187358917,3531,416,27
0.2,0.12526539278131635,0.9301801801801802,2884,413,31
0.22,0.1467333095323099,0.9194630872483222,2390,411,36
0.24,0.1621405750798722,0.9022222222222223,2098,406,44
0.26,0.18223443223443223,0.8883928571428571,1786,398,50
0.28,0.19601990049751244,0.8755555555555555,1616,394,56
0.3,0.2112753147235906,0.8558758314855875,1441,386,65
0.32,0.23409512044471897,0.8422222222222222,1240,379,71
0.34,0.26108374384236455,0.8244444444444444,1050,371,79
0.36,0.28728414442700156,0.8133333333333334,908,366,84
0.38,0.3355450236966825,0.7866666666666666,701,354,96
0.4,0.38245219347581555,0.748898678414097,549,340,114
0.42,0.4111111111111111,0.7350993377483444,477,333,120
0.44,0.44886363636363635,0.7069351230425056,388,316,131
0.46,0.4767080745341615,0.6868008948545862,337,307,140
0.48,0.5177304964539007,0.6547085201793722,272,292,154
0.5,0.5234521575984991,0.6297968397291196,254,279,164
0.52,0.5191146881287726,0.5903890160183066,239,258,179
0.54,0.5535307517084282,0.5522727272727272,196,243,197
0.56,0.5742574257425742,0.5272727272727272,172,232,208
0.58,0.5883977900552486,0.4819004524886878,149,213,229
0.6,0.6036036036036037,0.45475113122171945,132,201,241
0.62,0.610223642172524,0.4321266968325792,122,191,251
0.64,0.621160409556314,0.4117647058823529,111,182,260
0.66,0.606425702811245,0.3424036281179138,98,151,290
0.68,0.606694560669456,0.32954545454545453,94,145,295
0.7000000000000001,0.6267281105990783,0.30699774266365687,81,136,307
0.72,0.6256410256410256,0.2785388127853881,73,122,316
0.74,0.6296296296296297,0.27107061503416857,70,119,320
0.76,0.632768361581921,0.25396825396825395,65,112,329
0.78,0.6385542168674698,0.2398190045248869,60,106,336
0.8,0.648854961832061,0.19230769230769232,46,85,357
0.8200000000000001,0.6302521008403361,0.17006802721088435,44,75,366
0.84,0.6330275229357798,0.1571753986332574,40,69,370
0.86,0.6354166666666666,0.13895216400911162,35,61,378
0.88,0.6582278481012658,0.11818181818181818,27,52,388
0.9,0.6805555555555556,0.1111111111111111,23,49,392
0.92,0.6724137931034483,0.08843537414965986,19,39,402
0.9400000000000001,0.6923076923076923,0.08144796380090498,16,36,406
0.96,0.6444444444444445,0.06621004566210045,16,29,409
0.98,0.5714285714285714,0.0367816091954023,12,16,419
