confidence,precision,recall,fp,tp,fn
0.0,0.06218176207375405,0.9264367816091954,6078,403,32
0.02,0.06218176207375405,0.9264367816091954,6078,403,32
0.04,0.06218176207375405,0.9264367816091954,6078,403,32
0.06,0.06218176207375405,0.9264367816091954,6078,403,32
0.08,0.06218176207375405,0.9264367816091954,6078,403,32
0.1,0.06218176207375405,0.9264367816091954,6078,403,32
0.12,0.06218176207375405,0.9264367816091954,6078,403,32
0.14,0.06218176207375405,0.9264367816091954,6078,403,32
0.16,0.06218176207375405,0.9264367816091954,6078,403,32
0.18,0.06224899598393574,0.9264367816091954,6071,403,32
0.2,0.06267496111975117,0.9264367816091954,6027,403,32
0.22,0.06535522679239147,0.9262672811059908,5749,402,32
0.24,0.07096204766107679,0.9241379310344827,5263,402,33
0.26,0.08300229981183357,0.9105504587155964,4386,397,39
0.28,0.09884884884884886,0.9018264840182648,3601,395,43
0.3,0.12074882995319813,0.88558352402746,2818,387,50
0.32,0.150098231827112,0.8741418764302059,2163,382,55
0.34,0.18417195896433805,0.860730593607306,1670,377,61
0.36,0.2080989876265467,0.8447488584474886,1408,370,68
0.38,0.2445054945054945,0.8090909090909091,1100,356,84
0.4,0.26880877742946707,0.7795454545454545,933,343,97
0.42,0.27740863787375414,0.7539503386004515,870,334,109
0.44,0.28884826325411334,0.7149321266968326,778,316,126
0.46,0.2929194956353055,0.6817155756207675,729,302,141
0.48,0.2960325534079349,0.6583710407239819,692,291,151
0.5,0.3019911504424779,0.621867881548975,631,273,166
0.52,0.30688448074679114,0.5977272727272728,594,263,177
0.54,0.32171581769436997,0.5542725173210161,506,240,193
0.56,0.3112391930835735,0.5046728971962616,478,216,212
0.58,0.3275039745627981,0.47685185185185186,423,206,226
0.6,0.32998324958123953,0.4528735632183908,400,197,238
0.62,0.3287128712871287,0.38073394495412843,339,166,270
0.64,0.3389473684210526,0.36507936507936506,314,161,280
0.66,0.34834123222748814,0.3288590604026846,275,147,300
0.68,0.3393782383419689,0.29638009049773756,255,131,311
0.7000000000000001,0.35195530726256985,0.2870159453302961,232,126,313
0.72,0.3586206896551724,0.2374429223744292,186,104,334
0.74,0.36470588235294116,0.21184510250569477,162,93,346
0.76,0.3620689655172414,0.19047619047619047,148,84,357
0.78,0.35784313725490197,0.16515837104072398,131,73,369
0.8,0.37222222222222223,0.1515837104072398,113,67,375
0.8200000000000001,0.3674698795180723,0.13800904977375567,105,61,381
0.84,0.3819444444444444,0.1252847380410023,89,55,384
0.86,0.4,0.11389521640091116,75,50,389
0.88,0.37735849056603776,0.09174311926605505,66,40,396
0.9,0.3645833333333333,0.08045977011494253,61,35,400
0.92,0.35365853658536583,0.06682027649769585,53,29,405
0.9400000000000001,0.38235294117647056,0.05963302752293578,42,26,410
0.96,0.38333333333333336,0.05239179954441914,37,23,416
0.98,0.3584905660377358,0.04357798165137615,34,19,417
