confidence,precision,recall,fp,tp,fn
0.0,0.06941715782580223,0.9702517162471396,5684,424,13
0.02,0.06941715782580223,0.9702517162471396,5684,424,13
0.04,0.09992896045465309,0.965675057208238,3801,422,15
0.06,0.14876325088339223,0.9546485260770975,2409,421,20
0.08,0.18832050701674966,0.9411764705882353,1793,416,26
0.1,0.22532894736842105,0.927765237020316,1413,411,32
0.12,0.27785326086956524,0.9211711711711712,1063,409,35
0.14,0.31216526396327465,0.9147982062780269,899,408,38
0.16,0.36088888888888887,0.9123595505617977,719,406,39
0.18,0.4123076923076923,0.9013452914798207,573,402,44
0.2,0.4267515923566879,0.8973214285714286,540,402,46
0.22,0.46830985915492956,0.88470066518847,453,399,52
0.24,0.47946859903381644,0.8783185840707964,431,397,55
0.26,0.4943820224719101,0.8741721854304636,405,396,57
0.28,0.5064432989690721,0.8656387665198237,383,393,61
0.3,0.5200534759358288,0.8568281938325991,359,389,65
0.32,0.5230978260869565,0.8517699115044248,351,385,67
0.34,0.5305555555555556,0.8414096916299559,338,382,72
0.36,0.5363372093023255,0.821826280623608,319,369,80
0.38,0.5427728613569321,0.8195991091314031,310,368,81
0.4,0.5523520485584219,0.8070953436807096,295,364,87
0.42,0.5641838351822503,0.7841409691629956,275,356,98
0.44,0.5691056910569106,0.7726269315673289,265,350,103
0.46,0.576214405360134,0.7577092511013216,253,344,110
0.48,0.5797598627787307,0.7494456762749445,245,338,113
0.5,0.5909090909090909,0.7190265486725663,225,325,127
0.52,0.6068052930056711,0.7054945054945055,208,321,134
0.54,0.6088709677419355,0.6651982378854625,194,302,152
0.56,0.6140724946695096,0.6329670329670329,181,288,167
0.58,0.624113475177305,0.5814977973568282,159,264,190
0.6,0.624113475177305,0.5814977973568282,159,264,190
0.62,0.6285714285714286,0.5353982300884956,143,242,210
0.64,0.6396648044692738,0.5088888888888888,129,229,221
0.66,0.6456456456456456,0.4777777777777778,118,215,235
0.68,0.6600660066006601,0.4444444444444444,103,200,250
0.7000000000000001,0.6600660066006601,0.4444444444444444,103,200,250
0.72,0.6591760299625468,0.3972911963882618,91,176,267
0.74,0.6483050847457628,0.3469387755102041,83,153,288
0.76,0.6764705882352942,0.3143507972665148,66,138,301
0.78,0.6764705882352942,0.3143507972665148,66,138,301
0.8,0.6629834254143646,0.27522935779816515,61,120,316
0.8200000000000001,0.6689655172413793,0.22045454545454546,48,97,343
0.84,0.65625,0.19134396355353075,44,84,355
0.86,0.6574074074074074,0.16210045662100456,37,71,367
0.88,0.6574074074074074,0.16210045662100456,37,71,367
0.9,0.6363636363636364,0.12844036697247707,32,56,380
0.92,0.6133333333333333,0.10623556581986143,29,46,387
0.9400000000000001,0.6133333333333333,0.10623556581986143,29,46,387
0.96,0.6037735849056604,0.07373271889400922,21,32,402
0.98,0.6086956521739131,0.06407322654462243,18,28,409
