confidence,precision,recall,fp,tp,fn
0.0,0.04492915734526473,0.5379464285714286,5123,241,207
0.02,0.04492915734526473,0.5379464285714286,5123,241,207
0.04,0.045198799699924984,0.5379464285714286,5091,241,207
0.06,0.051757601897778734,0.5357142857142857,4397,240,208
0.08,0.0664804469273743,0.5300668151447662,3342,238,211
0.1,0.0899390243902439,0.5256124721603563,2388,236,213
0.12,0.11638361638361638,0.5177777777777778,1769,233,217
0.14,0.12594594594594594,0.5177777777777778,1617,233,217
0.16,0.13450292397660818,0.512249443207127,1480,230,219
0.18,0.14285714285714285,0.5099778270509978,1380,230,221
0.2,0.147247119078105,0.5099778270509978,1332,230,221
0.22,0.16087880935506732,0.5033259423503326,1184,227,224
0.24,0.16313094367227504,0.49776785714285715,1144,223,225
0.26,0.18078175895765472,0.49223946784922396,1006,222,229
0.28,0.18334735071488645,0.48444444444444446,971,218,232
0.3,0.19381255686988172,0.47544642857142855,886,213,235
0.32,0.19789674952198852,0.46308724832214765,839,207,240
0.34,0.20138203356367226,0.45535714285714285,809,204,244
0.36,0.22605790645879734,0.44713656387665196,695,203,251
0.38,0.2330654420206659,0.4461538461538462,668,203,252
0.4,0.24162679425837322,0.4420131291028446,634,202,255
0.42,0.25155666251556663,0.4420131291028446,601,202,255
0.44,0.2591145833333333,0.43640350877192985,569,199,257
0.46,0.26116373477672533,0.4251101321585903,546,193,261
0.48,0.26912181303116145,0.42035398230088494,516,190,262
0.5,0.2750759878419453,0.40311804008908686,477,181,268
0.52,0.28753993610223644,0.4,446,180,270
0.54,0.2939189189189189,0.38839285714285715,418,174,274
0.56,0.3063063063063063,0.37777777777777777,385,170,280
0.58,0.31968810916179335,0.36607142857142855,349,164,284
0.6,0.31968810916179335,0.36607142857142855,349,164,284
0.62,0.33763440860215055,0.3473451327433628,308,157,295
0.64,0.35194174757281554,0.3215077605321508,267,145,306
0.66,0.3678474114441417,0.2967032967032967,232,135,320
0.68,0.3776435045317221,0.2753303964757709,206,125,329
0.7000000000000001,0.3776435045317221,0.2753303964757709,206,125,329
0.72,0.3917525773195876,0.25054945054945055,177,114,341
0.74,0.42105263157894735,0.22958057395143489,143,104,349
0.76,0.4418604651162791,0.21017699115044247,120,95,357
0.78,0.4418604651162791,0.21017699115044247,120,95,357
0.8,0.4336734693877551,0.188470066518847,111,85,366
0.8200000000000001,0.4064516129032258,0.14157303370786517,92,63,382
0.84,0.3656716417910448,0.1111111111111111,85,49,392
0.86,0.3508771929824561,0.09090909090909091,74,40,400
0.88,0.3508771929824561,0.09090909090909091,74,40,400
0.9,0.37623762376237624,0.08636363636363636,63,38,402
0.92,0.4044943820224719,0.08163265306122448,53,36,405
0.9400000000000001,0.4044943820224719,0.08163265306122448,53,36,405
0.96,0.3103448275862069,0.041189931350114416,40,18,419
0.98,0.275,0.025056947608200455,29,11,428
